SPECIES,id_level,nei_levels,excluded,farmed,wild_caught,farmed_only
ABP,Species,NA,included,yes,yes,NA
ABR,Species,NA,included,NA,yes,NA
HLT,Species,NA,included,yes,yes,NA
DZS,Species,NA,included,yes,NA,yes
ABX,Nei,genus,included,yes,yes,NA
RQN,Species,NA,included,NA,yes,NA
TSH,Nei,genus,excluded,NA,yes,NA
TOS,Species,NA,included,yes,yes,NA
UOS,Species,NA,included,yes,NA,yes
GSH,Nei,genus,excluded,NA,yes,NA
COO,Species,NA,included,yes,NA,yes
CON,Nei,genus,included,yes,yes,NA
WHE,Species,NA,included,NA,yes,NA
YJS,Species,NA,included,NA,yes,NA
WJT,Species,NA,included,NA,yes,NA
WKO,Species,NA,included,NA,yes,NA
WHX,Nei,genus,included,NA,yes,NA
WKQ,Species,NA,included,NA,yes,NA
TOQ,Species,NA,included,NA,yes,NA
NSQ,Species,NA,included,NA,yes,NA
YBC,Species,NA,included,NA,yes,NA
CXY,Nei,genus,included,NA,yes,NA
ZDF,Species,NA,included,NA,yes,NA
GFZ,Species,NA,included,yes,NA,yes
UDX,Nei,genus,included,yes,NA,yes
GAS,Nei,order,included,yes,yes,NA
RKQ,Species,NA,included,NA,yes,NA
RQZ,Species,NA,included,NA,yes,NA
ARK,Nei,genus,included,NA,yes,NA
ACB,Species,NA,included,yes,NA,yes
MCL,Species,NA,included,yes,yes,NA
BLC,Species,NA,included,yes,yes,NA
NDN,Species,NA,included,yes,NA,yes
NQT,Species,NA,included,yes,yes,NA
NDZ,Species,NA,included,NA,yes,NA
BLS,Nei,genus,included,yes,yes,NA
SWT,Species,NA,included,yes,NA,yes
FSH,Nei,family,excluded,yes,yes,NA
PNM,Species,NA,excluded,yes,NA,yes
OSH,Nei,genus,excluded,yes,yes,NA
PTE,Species,NA,excluded,yes,NA,yes
OCH,Species,NA,included,yes,yes,NA
OYF,Species,NA,included,yes,yes,NA
DRY,Species,NA,included,NA,yes,NA
OYX,Nei,genus,included,yes,NA,yes
CSC,Species,NA,included,yes,NA,yes
OYS,Species,NA,included,yes,NA,yes
OYG,Species,NA,included,yes,yes,NA
OYM,Species,NA,included,yes,yes,NA
OYA,Species,NA,included,yes,yes,NA
OYI,Species,NA,included,yes,NA,yes
CSI,Species,NA,included,yes,yes,NA
OYR,Species,NA,included,yes,NA,yes
OGZ,Species,NA,included,yes,NA,yes
OYC,Nei,genus,included,yes,yes,NA
OYH,Species,NA,included,yes,yes,NA
OST,Nei,family,included,yes,NA,yes
QSC,Species,NA,included,yes,yes,NA
SCE,Species,NA,included,yes,yes,NA
SJA,Species,NA,included,yes,yes,NA
SCZ,Species,NA,included,NA,yes,NA
SSC,Species,NA,included,yes,NA,yes
YKD,Species,NA,included,yes,NA,yes
SCA,Species,NA,included,NA,yes,NA
SCC,Species,NA,included,NA,yes,NA
SCB,Species,NA,included,NA,yes,NA
SCQ,Species,NA,included,yes,yes,NA
SCH,Species,NA,included,yes,yes,NA
VSC,Species,NA,included,yes,yes,NA
ISC,Species,NA,included,NA,yes,NA
SCG,Species,NA,included,NA,yes,NA
JSC,Species,NA,included,yes,yes,NA
ZYE,Species,NA,included,NA,yes,NA
ZYP,Species,NA,included,NA,yes,NA
SCX,Nei,family,included,yes,yes,NA
CLQ,Species,NA,included,NA,yes,NA
MUK,Species,NA,included,yes,yes,NA
MUJ,Species,NA,included,NA,yes,NA
MYC,Species,NA,included,yes,yes,NA
MUS,Species,NA,included,yes,yes,NA
MSR,Species,NA,included,yes,yes,NA
MSM,Species,NA,included,yes,yes,NA
MYA,Species,NA,included,yes,yes,NA
CHC,Species,NA,included,yes,yes,NA
MOD,Nei,genus,included,yes,yes,NA
MSL,Species,NA,included,yes,yes,NA
MSV,Species,NA,included,yes,yes,NA
MUZ,Species,NA,included,yes,NA,yes
MSC,Species,NA,included,yes,yes,NA
MSX,Nei,family,included,yes,yes,NA
SVE,Species,NA,included,yes,yes,NA
CTS,Species,NA,included,yes,yes,NA
VNA,Species,NA,included,yes,NA,yes
VNR,Species,NA,included,yes,yes,NA
KLK,Species,NA,included,NA,yes,NA
KNU,Species,NA,included,NA,yes,NA
KIS,Species,NA,included,NA,yes,NA
HCJ,Species,NA,included,yes,yes,NA
HCX,Nei,genus,included,NA,yes,NA
CTG,Species,NA,included,yes,yes,NA
CLJ,Species,NA,included,yes,yes,NA
TPS,Nei,genus,included,yes,yes,NA
ITT,Species,NA,included,NA,yes,NA
TWG,Species,NA,included,NA,yes,NA
TVM,Species,NA,included,NA,yes,NA
VEV,Species,NA,included,yes,yes,NA
KNJ,Species,NA,included,yes,NA,yes
BCL,Species,NA,included,yes,yes,NA
FAG,Species,NA,included,yes,NA,yes
NCL,Nei,genus,included,NA,yes,NA
PTS,Species,NA,included,yes,yes,NA
TCL,Species,NA,included,NA,yes,NA
CLH,Species,NA,included,yes,yes,NA
CLV,Nei,family,included,yes,yes,NA
HCL,Species,NA,included,NA,yes,NA
TQU,Species,NA,included,yes,NA,yes
TQZ,Nei,genus,included,NA,yes,NA
MTV,Species,NA,included,yes,NA,yes
MAG,Species,NA,included,yes,NA,yes
CLB,Species,NA,included,NA,yes,NA
CLT,Species,NA,included,NA,yes,NA
ULO,Species,NA,included,NA,yes,NA
ULT,Species,NA,included,NA,yes,NA
SSD,Nei,genus,included,NA,yes,NA
MUN,Nei,genus,included,NA,yes,NA
GKL,Species,NA,included,NA,yes,NA
GKO,Species,NA,included,NA,yes,NA
DXV,Species,NA,included,NA,yes,NA
DON,Nei,genus,included,yes,yes,NA
RAZ,Nei,genus,included,yes,yes,NA
CLR,Species,NA,included,NA,yes,NA
EQE,Species,NA,included,yes,yes,NA
EQH,Species,NA,included,NA,yes,NA
EQI,Species,NA,included,NA,yes,NA
RAP,Species,NA,included,NA,yes,NA
SOI,Nei,family,included,NA,yes,NA
CLS,Species,NA,included,yes,yes,NA
GEC,Species,NA,included,yes,yes,NA
YMX,Species,NA,included,yes,NA,yes
CMJ,Species,NA,included,NA,yes,NA
CMA,Species,NA,included,yes,NA,yes
KTG,Species,NA,included,yes,NA,yes
COC,Species,NA,included,yes,yes,NA
KCL,Species,NA,included,NA,yes,NA
TIX,Species,NA,included,NA,yes,NA
TQO,Species,NA,included,NA,yes,NA
COZ,Nei,family,included,yes,yes,NA
AFQ,Species,NA,included,NA,yes,NA
CLM,Species,NA,included,NA,yes,NA
TDG,Species,NA,included,yes,NA,yes
TDD,Species,NA,included,yes,NA,yes
TDS,Species,NA,included,yes,NA,yes
DKC,Species,NA,included,yes,NA,yes
DKX,Species,NA,included,yes,NA,yes
QQX,Nei,genus,included,yes,NA,yes
HIP,Species,NA,included,yes,NA,yes
TQM,Species,NA,included,NA,yes,NA
TQY,Nei,genus,included,yes,NA,yes
FSV,Species,NA,included,yes,NA,yes
OIF,Species,NA,included,yes,NA,yes
TUW,Species,NA,included,NA,yes,NA
XML,Nei,genus,included,NA,yes,NA
SVT,Species,NA,included,yes,NA,yes
TGZ,Species,NA,included,NA,yes,NA
FRL,Species,NA,included,NA,yes,NA
TWL,Nei,genus,included,NA,yes,NA
OBN,Species,NA,included,yes,NA,yes
CLX,Nei,order,included,yes,yes,NA
CTC,Species,NA,included,yes,yes,NA
IAH,Species,NA,included,NA,yes,NA
CTL,Nei,family,included,NA,yes,NA
SQP,Species,NA,included,NA,yes,NA
SQO,Species,NA,included,NA,yes,NA
SQL,Species,NA,included,NA,yes,NA
SQR,Species,NA,included,NA,yes,NA
OJD,Species,NA,included,NA,yes,NA
CHO,Species,NA,included,NA,yes,NA
SQF,Species,NA,included,NA,yes,NA
SQC,Nei,genus,included,NA,yes,NA
UHL,Species,NA,included,NA,yes,NA
OUW,Nei,genus,included,NA,yes,NA
OFJ,Species,NA,included,NA,yes,NA
SQI,Species,NA,included,NA,yes,NA
SQM,Species,NA,included,NA,yes,NA
SQA,Species,NA,included,NA,yes,NA
TDQ,Species,NA,included,NA,yes,NA
GIS,Species,NA,included,NA,yes,NA
SQE,Species,NA,included,NA,yes,NA
TFP,Species,NA,included,NA,yes,NA
SQJ,Species,NA,included,NA,yes,NA
TSQ,Species,NA,included,NA,yes,NA
SQS,Species,NA,included,NA,yes,NA
SQU,Nei,family,included,NA,yes,NA
OIJ,Species,NA,included,NA,yes,NA
UHB,Species,NA,included,NA,yes,NA
PRD,Nei,genus,included,NA,yes,NA
OCC,Species,NA,included,NA,yes,NA
OQY,Species,NA,included,NA,yes,NA
OCZ,Nei,genus,included,yes,NA,yes
EOI,Species,NA,included,NA,yes,NA
EDT,Species,NA,included,NA,yes,NA
OCM,Nei,genus,included,NA,yes,NA
OCT,Nei,family,included,yes,yes,NA
YTT,Species,NA,included,NA,yes,NA
GDW,Nei,family,included,NA,yes,NA
CEP,Nei,order,included,NA,yes,NA
MOF,Nei,major group,included,yes,yes,NA
MOL,Nei,major group,included,yes,yes,NA
MSH,Nei,major group,excluded,NA,yes,NA
SSL,Species,NA,excluded,NA,yes,NA
SEN,Species,NA,excluded,NA,yes,NA
NSL,Species,NA,excluded,NA,yes,NA
SEF,Species,NA,excluded,NA,yes,NA
SEK,Species,NA,excluded,NA,yes,NA
SNZ,Species,NA,excluded,NA,yes,NA
SEL,Species,NA,excluded,NA,yes,NA
WAL,Species,NA,excluded,NA,yes,NA
SES,Species,NA,excluded,NA,yes,NA
SLP,Species,NA,excluded,NA,yes,NA
SEH,Species,NA,excluded,NA,yes,NA
SEC,Species,NA,excluded,NA,yes,NA
SER,Species,NA,excluded,NA,yes,NA
SLR,Species,NA,excluded,NA,yes,NA
SAC,Species,NA,excluded,NA,yes,NA
SBK,Species,NA,excluded,NA,yes,NA
SST,Species,NA,excluded,NA,yes,NA
SEB,Species,NA,excluded,NA,yes,NA
SEZ,Species,NA,excluded,NA,yes,NA
SEG,Species,NA,excluded,NA,yes,NA
SXX,Nei,order,excluded,NA,yes,NA
SEW,Species,NA,excluded,NA,yes,NA
BCW,Species,NA,excluded,NA,yes,NA
BBW,Species,NA,excluded,NA,yes,NA
BWW,Species,NA,excluded,NA,yes,NA
BGW,Species,NA,excluded,NA,yes,NA
TSW,Species,NA,excluded,NA,yes,NA
BDW,Species,NA,excluded,NA,yes,NA
BJW,Species,NA,excluded,NA,yes,NA
MEP,Nei,genus,excluded,NA,yes,NA
BOW,Species,NA,excluded,NA,yes,NA
BEW,Species,NA,excluded,NA,yes,NA
SPW,Species,NA,excluded,NA,yes,NA
IRD,Species,NA,excluded,NA,yes,NA
IDB,Species,NA,excluded,NA,yes,NA
FAW,Species,NA,excluded,NA,yes,NA
PIW,Species,NA,excluded,NA,yes,NA
SHW,Species,NA,excluded,NA,yes,NA
GLO,Nei,genus,excluded,NA,yes,NA
DCO,Species,NA,excluded,NA,yes,NA
DCZ,Species,NA,excluded,NA,yes,NA
DRR,Species,NA,excluded,NA,yes,NA
MEW,Species,NA,excluded,NA,yes,NA
TUC,Species,NA,excluded,NA,yes,NA
TZG,Species,NA,excluded,NA,yes,NA
DHI,Species,NA,excluded,NA,yes,NA
RTD,Species,NA,excluded,NA,yes,NA
KIW,Species,NA,excluded,NA,yes,NA
RNW,Species,NA,excluded,NA,yes,NA
CMD,Species,NA,excluded,NA,yes,NA
HCD,Species,NA,excluded,NA,yes,NA
DWP,Species,NA,excluded,NA,yes,NA
DDU,Species,NA,excluded,NA,yes,NA
BWD,Species,NA,excluded,NA,yes,NA
DWH,Species,NA,excluded,NA,yes,NA
PLD,Species,NA,excluded,NA,yes,NA
DBO,Species,NA,excluded,NA,yes,NA
DBZ,Species,NA,excluded,NA,yes,NA
DPN,Species,NA,excluded,NA,yes,NA
DSI,Species,NA,excluded,NA,yes,NA
DST,Species,NA,excluded,NA,yes,NA
DSA,Species,NA,excluded,NA,yes,NA
DCL,Species,NA,excluded,NA,yes,NA
DSP,Nei,genus,excluded,NA,yes,NA
DLP,Nei,family,excluded,NA,yes,NA
PHR,Species,NA,excluded,NA,yes,NA
BRP,Species,NA,excluded,NA,yes,NA
VAQ,Species,NA,excluded,NA,yes,NA
SPP,Species,NA,excluded,NA,yes,NA
PFI,Species,NA,excluded,NA,yes,NA
PDA,Species,NA,excluded,NA,yes,NA
BEL,Species,NA,excluded,NA,yes,NA
NAR,Species,NA,excluded,NA,yes,NA
PYW,Species,NA,excluded,NA,yes,NA
DWW,Species,NA,excluded,NA,yes,NA
BOT,Species,NA,excluded,NA,yes,NA
FRA,Species,NA,excluded,NA,yes,NA
ODN,Nei,order,excluded,NA,yes,NA
MIW,Species,NA,excluded,NA,yes,NA
BRW,Species,NA,excluded,NA,yes,NA
SIW,Species,NA,excluded,NA,yes,NA
BLW,Species,NA,excluded,NA,yes,NA
FIW,Species,NA,excluded,NA,yes,NA
HUW,Species,NA,excluded,NA,yes,NA
EUG,Species,NA,excluded,NA,yes,NA
EUA,Species,NA,excluded,NA,yes,NA
BMY,Species,NA,excluded,NA,yes,NA
GRW,Species,NA,excluded,NA,yes,NA
MYS,Nei,order,excluded,NA,yes,NA
FGI,Species,NA,excluded,yes,NA,yes
FOK,Species,NA,excluded,yes,NA,yes
FRG,Nei,genus,excluded,yes,yes,NA
ZHB,Species,NA,excluded,yes,NA,yes
AYW,Species,NA,excluded,NA,yes,NA
TUG,Species,NA,excluded,yes,yes,NA
TTH,Species,NA,excluded,NA,yes,NA
TTL,Species,NA,excluded,NA,yes,NA
TTS,Species,NA,excluded,yes,yes,NA
TUL,Nei,order,excluded,yes,yes,NA
TTX,Nei,order,excluded,NA,yes,NA
IMO,Species,NA,excluded,NA,yes,NA
IMY,Species,NA,excluded,NA,yes,NA
CAI,Species,NA,excluded,NA,yes,NA
AGM,Species,NA,excluded,NA,yes,NA
CDP,Species,NA,excluded,NA,yes,NA
CDS,Species,NA,excluded,NA,yes,NA
CRH,Species,NA,excluded,NA,yes,NA
CRI,Species,NA,excluded,NA,yes,NA
CNG,Species,NA,excluded,NA,yes,NA
CMB,Species,NA,excluded,NA,yes,NA
CME,Species,NA,excluded,NA,yes,NA
YUU,Species,NA,excluded,NA,yes,NA
YUK,Species,NA,excluded,NA,yes,NA
MHW,Species,NA,excluded,NA,yes,NA
UCB,Species,NA,excluded,NA,yes,NA
UCI,Species,NA,excluded,NA,yes,NA
HGH,Species,NA,included,NA,yes,NA
QGB,Species,NA,included,NA,yes,NA
QGG,Species,NA,included,NA,yes,NA
SPO,Nei,family,included,NA,yes,NA
QPD,Nei,genus,included,NA,yes,NA
DMO,Nei,order,included,NA,yes,NA
CNI,Nei,order,excluded,NA,yes,NA
MFX,Species,NA,included,NA,yes,NA
CWF,Species,NA,included,NA,yes,NA
JCD,Nei,genus,included,NA,yes,NA
JEL,Nei,genus,included,yes,yes,NA
COL,Species,NA,excluded,NA,yes,NA
COJ,Species,NA,excluded,NA,yes,NA
CEL,Species,NA,excluded,NA,yes,NA
COK,Species,NA,excluded,NA,yes,NA
CSE,Species,NA,excluded,NA,yes,NA
CDE,Species,NA,excluded,NA,yes,NA
GDV,Species,NA,excluded,NA,yes,NA
QAE,Species,NA,excluded,NA,yes,NA
GGW,Nei,family,excluded,NA,yes,NA
FIX,Nei,genus,excluded,NA,yes,NA
BFU,Species,NA,excluded,NA,yes,NA
CSS,Nei,order,excluded,NA,yes,NA
AQZ,Nei,order,excluded,NA,yes,NA
ATX,Nei,order,excluded,NA,yes,NA
NTW,Nei,order,excluded,NA,yes,NA
WOR,Nei,order,included,NA,yes,NA
HSC,Species,NA,included,NA,yes,NA
ECH,Nei,order,included,NA,yes,NA
STH,Species,NA,included,NA,yes,NA
STF,Nei,order,included,NA,yes,NA
URC,Nei,genus,included,yes,yes,NA
URM,Species,NA,included,yes,yes,NA
URS,Species,NA,included,NA,yes,NA
UCH,Species,NA,included,NA,yes,NA
URX,Nei,order,included,NA,yes,NA
HFC,Species,NA,included,yes,yes,NA
HFN,Species,NA,included,NA,yes,NA
HFF,Species,NA,included,NA,yes,NA
KHG,Species,NA,included,NA,yes,NA
TFQ,Species,NA,included,NA,yes,NA
JCR,Species,NA,included,NA,yes,NA
CUJ,Species,NA,included,yes,yes,NA
CUX,Nei,order,included,yes,yes,NA
HYZ,Species,NA,included,yes,NA,yes
SSR,Species,NA,included,yes,yes,NA
SSE,Species,NA,included,NA,yes,NA
SSG,Species,NA,included,NA,yes,NA
SSX,Nei,order,included,yes,yes,NA
SPX,Nei,family,included,NA,yes,NA
INV,Nei,major group,included,yes,yes,NA
ULL,Species,NA,included,yes,NA,yes
ULX,Species,NA,included,yes,NA,yes
SIZ,Nei,genus,included,yes,yes,NA
HQW,Species,NA,included,yes,NA,yes
UNI,Species,NA,included,yes,yes,NA
KII,Species,NA,included,yes,yes,NA
KQR,Species,NA,included,yes,NA,yes
CAU,Nei,genus,included,yes,NA,yes
MTN,Species,NA,included,yes,yes,NA
EBP,Species,NA,included,yes,NA,yes
UVP,Species,NA,included,NA,yes,NA
UYH,Nei,genus,included,yes,yes,NA
HZP,Species,NA,included,yes,NA,yes
UEC,Species,NA,included,yes,NA,yes
SWG,Nei,order,included,yes,yes,NA
LQD,Species,NA,included,yes,yes,NA
LNJ,Species,NA,included,yes,yes,NA
LAH,Species,NA,included,NA,yes,NA
LQX,Species,NA,included,yes,NA,yes
AJC,Species,NA,included,yes,NA,yes
UDP,Species,NA,included,yes,yes,NA
UDS,Nei,genus,included,yes,NA,yes
LJX,Species,NA,included,NA,yes,NA
LJZ,Species,NA,included,NA,yes,NA
EOZ,Nei,genus,included,NA,yes,NA
MXY,Species,NA,included,yes,yes,NA
GQO,Nei,genus,included,NA,yes,NA
ASN,Species,NA,included,NA,yes,NA
DVA,Species,NA,included,NA,yes,NA
YQT,Species,NA,included,NA,yes,NA
GQB,Species,NA,included,yes,NA,yes
QWX,Nei,genus,included,yes,NA,yes
NYQ,Species,NA,included,yes,NA,yes
SWB,Nei,order,included,yes,yes,NA
YFQ,Nei,genus,included,NA,yes,NA
GKF,Species,NA,included,NA,yes,NA
EMA,Species,NA,included,yes,NA,yes
EMI,Species,NA,included,yes,NA,yes
EMX,Nei,genus,included,yes,NA,yes
JZT,Species,NA,included,yes,NA,yes
GJW,Species,NA,included,yes,NA,yes
GZG,Species,NA,included,yes,NA,yes
GLS,Nei,genus,included,yes,yes,NA
RHP,Species,NA,included,yes,NA,yes
IMS,Species,NA,included,NA,yes,NA
GJK,Species,NA,included,NA,yes,NA
KDM,Species,NA,included,yes,yes,NA
SBQ,Species,NA,included,NA,yes,NA
MZL,Species,NA,included,NA,yes,NA
GHG,Nei,family,included,NA,yes,NA
OFN,Species,NA,included,NA,yes,NA
YKN,Species,NA,included,yes,NA,yes
PRT,Species,NA,included,yes,yes,NA
FYS,Nei,genus,included,yes,yes,NA
DGM,Species,NA,included,NA,yes,NA
ASR,Nei,genus,included,yes,NA,yes
GDY,Species,NA,included,yes,NA,yes
GEL,Nei,genus,included,yes,yes,NA
QTU,Species,NA,included,NA,yes,NA
KFV,Species,NA,included,NA,yes,NA
SWR,Nei,order,included,yes,yes,NA
ZOM,Species,NA,included,NA,yes,NA
CJW,Nei,genus,included,NA,yes,NA
APL,Nei,major group,included,yes,yes,NA
SWX,Nei,major group,included,yes,yes,NA
